;filename;camera_id;datetime;frame_id;label_class;x;y;w;h;confidance
0;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1087;8;1332.005;544.44;187.08999999999992;81.58000000000004;1
1;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1088;8;1331.5;542.5;187.0;81.0;1
2;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1089;8;1332.5;543.5;187.0;81.0;1
3;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1090;8;1332.5;543.5;187.0;81.0;1
4;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1091;8;1332.5;543.5;187.0;81.0;1
5;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1092;8;1332.5;543.5;187.0;81.0;1
6;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1093;8;1332.5;543.5;187.0;81.0;1
7;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1094;8;1309.56;554.03;187.0;81.0;1
8;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1095;8;1310.5;553.5;187.0;81.0;1
9;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1096;8;1309.5;553.5;187.0;81.0;1
10;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1097;8;1313.05;553.5;194.0999999999999;81.0;1
11;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1098;8;1313.0;553.5;194.0;81.0;1
12;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1099;8;1313.0;553.5;194.0;81.0;1
13;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1100;8;1313.0;553.5;194.0;81.0;1
14;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1101;8;1313.0;554.5;194.0;81.0;1
15;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1102;8;1314.0;554.5;194.0;81.0;1
16;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1103;8;1313.0;553.5;194.0;81.0;1
17;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1104;8;1313.0;554.5;194.0;81.0;1
18;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1105;8;1314.0;554.5;194.0;81.0;1
19;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1106;8;1314.0;554.5;194.0;81.0;1
20;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1107;8;1313.0;554.5;194.0;81.0;1
21;cfg_raw_cam_01_fhd_h265_20230609T050002.mkv;01;2023-06-09 05:00:02;1108;8;1313.0;554.5;194.0;81.0;1
22;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1016;8;384.505;417.23;78.02999999999997;82.45999999999998;1
23;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1017;8;387.0;415.0;86.0;82.0;1
24;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1018;8;393.25;416.0;89.5;82.0;1
25;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1019;8;394.95;409.9;96.10000000000002;96.19999999999999;1
26;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1020;8;398.45;411.45;103.10000000000002;97.10000000000002;1
27;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1021;8;404.5;411.9;113.60000000000002;96.19999999999999;1
28;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1022;8;407.6;412.9;119.80000000000001;96.19999999999999;1
29;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1023;8;410.4;413.0;125.19999999999999;98.0;1
30;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1024;8;414.6;414.0;133.8;98.0;1
31;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1025;8;420.95;416.0;144.5;98.0;1
32;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1026;8;422.7;417.0;154.60000000000002;98.0;1
33;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1027;8;426.35;417.1;159.3;99.80000000000001;1
34;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1028;8;428.85;418.15;164.3;99.69999999999999;1
35;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1029;8;434.5;418.7;177.20000000000005;100.60000000000002;1
36;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1030;8;439.75;419.7;188.29999999999995;100.60000000000002;1
37;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1031;8;447.5;426.6;198.0;110.40000000000003;1
38;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1032;8;454.0;426.4;198.0;113.19999999999999;1
39;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1033;8;463.0;428.3;198.0;111.39999999999998;1
40;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1034;8;473.1;430.3;204.20000000000005;111.39999999999998;1
41;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1035;8;480.0;431.4;204.0;113.19999999999999;1
42;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1036;8;493.65;432.85;209.29999999999995;112.30000000000001;1
43;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1037;8;505.15;434.1;214.29999999999995;115.80000000000001;1
44;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1038;8;514.25;436.1;217.5;115.80000000000001;1
45;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1039;8;525.25;437.55;220.5;114.89999999999998;1
46;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1040;8;534.0;439.2;220.0;117.60000000000002;1
47;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1041;8;545.1500000000001;439.65;227.10000000000002;116.69999999999999;1
48;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1042;8;555.4;440.3;228.79999999999995;119.39999999999998;1
49;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1043;8;567.45;449.84999999999997;236.89999999999998;130.89999999999998;1
50;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1044;8;578.75;451.25;239.5;131.5;1
51;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1045;8;588.5;456.4;258.59999999999997;136.0;1
52;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1046;8;598.05;455.6;262.1;132.8;1
53;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1047;8;611.0;457.6;262.0;132.8;1
54;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1048;8;617.35;460.0;259.3;132.0;1
55;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1049;8;637.15;465.1;275.29999999999995;138.20000000000005;1
56;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1050;8;646.85;466.45;285.09999999999997;140.89999999999998;1
57;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1051;8;661.55;471.4;289.5;144.40000000000003;1
58;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1052;8;674.2;473.29999999999995;298.4;146.2;1
59;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1053;8;689.05;476.75;308.1;148.90000000000003;1
60;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1054;8;704.5;480.25;309.0;151.5;1
61;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1055;8;719.935;479.2;314.33000000000004;154.19999999999993;1
62;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1056;8;733.3499999999999;482.1;324.1;156.0;1
63;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1057;8;753.665;486.415;330.27;158.57000000000005;1
64;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1058;8;768.985;489.865;338.23;159.47000000000003;1
65;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1059;8;782.9100000000001;493.875;343.58000000000004;159.45000000000005;1
66;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1060;8;801.3;493.615;347.4;160.76999999999998;1
67;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1061;8;821.73;500.33500000000004;358.53999999999996;171.53000000000003;1
68;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1062;8;840.0;502.5;358.0;171.0;1
69;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1063;8;854.55;505.5;366.9;171.0;1
70;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1064;8;871.25;509.5;369.5;171.0;1
71;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1065;8;895.905;512.37;384.9900000000001;178.06;1
72;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1066;8;906.55;514.0;384.0;178.0;1
73;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1067;8;940.315;519.88;401.7700000000001;178.0;1
74;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1068;8;959.15;524.0;403.70000000000005;178.0;1
75;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1069;8;981.15;527.25;416.29999999999995;181.5;1
76;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1070;8;1001.51;530.6;428.38;187.20000000000005;1
77;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1071;8;1019.0899999999999;534.39;427.9999999999999;187.0;1
78;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1072;8;1040.85;537.5;445.70000000000005;187.0;1
79;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1073;8;1068.71;543.5;445.0;187.0;1
80;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1074;8;1090.6;549.8;451.20000000000005;194.99999999999994;1
81;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1075;8;1110.95;552.5;459.9000000000001;195.0;1
82;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1076;8;1136.2450000000001;557.7;464.31000000000006;199.39999999999998;1
83;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1077;8;1161.45;562.5;472.9000000000001;199.0;1
84;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1078;8;1186.55;570.05;479.0999999999999;212.30000000000007;1
85;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1079;8;1207.27;571.0;479.0;212.0;1
86;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1080;8;1233.7649999999999;578.1;486.06999999999994;218.20000000000005;1
87;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1081;8;1261.0;582.01;494.0;219.77999999999997;1
88;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1082;8;1284.0;590.5;494.0;219.0;1
89;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1083;8;1308.65;588.5;507.29999999999995;219.0;1
90;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1084;8;1335.05;593.93;507.0;218.99999999999994;1
91;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1085;8;1361.16;601.05;507.0;218.99999999999994;1
92;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1086;8;1387.6;606.5;513.2;219.0;1
93;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1087;8;1411.4;613.6;514.8;227.8;1
94;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1088;8;1434.0;619.5;514.0;227.0;1
95;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1089;8;1467.73;623.5;524.5999999999999;227.0;1
96;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1090;8;1486.89;628.07;524.0;227.0;1
97;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1091;8;1512.43;634.39;524.0;227.0;1
98;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1092;8;1537.55;638.815;524.0;233.16999999999996;1
99;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1093;8;1563.21;644.82;524.0;233.0;1
100;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1094;8;1589.66;650.385;524.0;239.23000000000002;1
101;cfg_raw_cam_01_fhd_h265_20230609T064001.mkv;01;2023-06-09 06:40:01;1095;8;1615.2;654.7;528.4000000000001;243.39999999999998;1
